Table,NAME,FMTName,Type,Value,Label,Flat,
AHS2013N,PTCHYR,PTCHYR,C,B,Not applicable,YES,
AHS2013N,PTCHYR,PTCHYR,C,D,Don't know,YES,
AHS2013N,PTCHYR,PTCHYR,C,R,Refused,YES,
AHS2013N,PTCHYR2,PTCHYR,C,,Not reported,YES,
AHS2013N,PTCHYR2,PTCHYR,C,1,Yes,YES,
AHS2013N,PTCHYR2,PTCHYR,C,2,No,YES,
AHS2013N,PTCHYR2,PTCHYR,C,B,Not applicable,YES,
AHS2013N,PTCHYR2,PTCHYR,C,D,Don't know,YES,
AHS2013N,PTCHYR2,PTCHYR,C,R,Refused,YES,
AHS2013N,PTCHYR3,PTCHYR,C,,Not reported,YES,
AHS2013N,PTCHYR3,PTCHYR,C,1,Yes,YES,
AHS2013N,PTCHYR3,PTCHYR,C,2,No,YES,
AHS2013N,PTCHYR3,PTCHYR,C,B,Not applicable,YES,
AHS2013N,PTCHYR3,PTCHYR,C,D,Don't know,YES,
AHS2013N,PTCHYR3,PTCHYR,C,R,Refused,YES,
AHS2013N,PTCOSTCARM,PTCOSTCARM,N,9998,"$9,998 or more",YES,
AHS2013N,PTCOSTCARM,PTCOSTCARM,N,.B,Not applicable,YES,
AHS2013N,PTCOSTCARM,PTCOSTCARM,N,.D,Don't know,YES,
AHS2013N,PTCOSTCARM,PTCOSTCARM,N,.R,Refused,YES,
AHS2013N,PTCOSTCARP,PTCOSTCARP,N,9998,"$9,998 or more",YES,
AHS2013N,PTCOSTCARP,PTCOSTCARP,N,.B,Not applicable,YES,
AHS2013N,PTCOSTCARP,PTCOSTCARP,N,.D,Don't know,YES,
AHS2013N,PTCOSTCARP,PTCOSTCARP,N,.R,Refused,YES,
AHS2013N,PTCOSTGAS,PTCOSTGAS,N,9998,"$9,998 or more",YES,
AHS2013N,PTCOSTGAS,PTCOSTGAS,N,.B,Not applicable,YES,
AHS2013N,PTCOSTGAS,PTCOSTGAS,N,.D,Don't know,YES,
AHS2013N,PTCOSTGAS,PTCOSTGAS,N,.R,Refused,YES,
AHS2013N,PTCOSTINSU,PTCOSTINSU,N,9998,"$9,998 or more",YES,
AHS2013N,PTCOSTINSU,PTCOSTINSU,N,.B,Not applicable,YES,
AHS2013N,PTCOSTINSU,PTCOSTINSU,N,.D,Don't know,YES,
AHS2013N,PTCOSTINSU,PTCOSTINSU,N,.R,Refused,YES,
AHS2013N,PTCOSTPARK,PTCOSTPARK,N,9998,"$9,998 or more",YES,
AHS2013N,PTCOSTPARK,PTCOSTPARK,N,.B,Not applicable,YES,
AHS2013N,PTCOSTPARK,PTCOSTPARK,N,.D,Don't know,YES,
AHS2013N,PTCOSTPARK,PTCOSTPARK,N,.R,Refused,YES,
AHS2013N,PTCOSTPTR,PTCOSTPTR,N,9998,"$9,998 or more",YES,
AHS2013N,PTCOSTPTR,PTCOSTPTR,N,.B,Not applicable,YES,
AHS2013N,PTCOSTPTR,PTCOSTPTR,N,.D,Don't know,YES,
AHS2013N,PTCOSTPTR,PTCOSTPTR,N,.R,Refused,YES,
AHS2013N,PTDISBUS,PTDISBUS,C,1,Less than 1/4 mile,YES,
AHS2013N,PTDISBUS,PTDISBUS,C,2,1/4 to less than 1/2 mile,YES,
AHS2013N,PTDISBUS,PTDISBUS,C,3,1/2 to less than 1 mile,YES,
AHS2013N,PTDISBUS,PTDISBUS,C,4,1 mile or more,YES,
AHS2013N,PTDISBUS,PTDISBUS,C,B,Not applicable,YES,
AHS2013N,PTDISBUS,PTDISBUS,C,D,Don't know,YES,
AHS2013N,PTDISBUS,PTDISBUS,C,R,Refused,YES,
AHS2013N,PTDISPUB,PTDISPUB,C,1,Less than 1/4 mile,YES,
AHS2013N,PTDISPUB,PTDISPUB,C,2,1/4 to less than 1/2 mile,YES,
AHS2013N,PTDISPUB,PTDISPUB,C,3,1/2 to less than 1 mile,YES,
AHS2013N,PTDISPUB,PTDISPUB,C,4,1 mile or more,YES,
AHS2013N,PTDISPUB,PTDISPUB,C,B,Not applicable,YES,
AHS2013N,PTDISPUB,PTDISPUB,C,D,Don't know,YES,
AHS2013N,PTDISPUB,PTDISPUB,C,R,Refused,YES,
AHS2013N,PTDISRAIL,PTDISRAIL,C,1,Less than 1/4 mile,YES,
AHS2013N,PTDISRAIL,PTDISRAIL,C,2,1/4 to less than 1/2 mile,YES,
AHS2013N,PTDISRAIL,PTDISRAIL,C,3,1/2 to less than 1 mile,YES,
AHS2013N,PTDISRAIL,PTDISRAIL,C,4,1 mile or more,YES,
AHS2013N,PTDISRAIL,PTDISRAIL,C,B,Not applicable,YES,
AHS2013N,PTDISRAIL,PTDISRAIL,C,D,Don't know,YES,
AHS2013N,PTDISSHUT,PTDISSHUT,C,1,Less than 1/4 mile,YES,
AHS2013N,PTDISSHUT,PTDISSHUT,C,2,1/4 to less than 1/2 mile,YES,
AHS2013N,PTDISSHUT,PTDISSHUT,C,3,1/2 to less than 1 mile,YES,
AHS2013N,PTDISSHUT,PTDISSHUT,C,4,1 mile or more,YES,
AHS2013N,PTDISSHUT,PTDISSHUT,C,B,Not applicable,YES,
AHS2013N,PTDISSHUT,PTDISSHUT,C,D,Don't know,YES,
AHS2013N,PTDISSHUT,PTDISSHUT,C,R,Refused,YES,
AHS2013N,PTDISSUB,PTDISSUB,C,1,Less than 1/4 mile,YES,
AHS2013N,PTDISSUB,PTDISSUB,C,2,1/4 to less than 1/2 mile,YES,
AHS2013N,PTDISSUB,PTDISSUB,C,3,1/2 to less than 1 mile,YES,
AHS2013N,PTDISSUB,PTDISSUB,C,4,1 mile or more,YES,
AHS2013N,PTDISSUB,PTDISSUB,C,B,Not applicable,YES,
AHS2013N,PTDISSUB,PTDISSUB,C,D,Don't know,YES,
AHS2013N,PTDISSUB,PTDISSUB,C,R,Refused,YES,
AHS2013N,PTENTMNT,PTENTMNT,C,1,Yes,YES,
AHS2013N,PTENTMNT,PTENTMNT,C,2,No,YES,
AHS2013N,PTENTMNT,PTENTMNT,C,B,Not applicable,YES,
AHS2013N,PTENTMNT,PTENTMNT,C,D,Don't know,YES,
AHS2013N,PTENTMNT,PTENTMNT,C,R,Refused,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,1,Local public bus,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,2,"Subway, elevated train, street car, light rail, or trolley",YES,
AHS2013N,PTGETBUS,PTGETBUS,C,3,Commuter bus or shuttle van,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,4,Commuter or inter-city train such as Amtrak,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,5,Walk,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,6,Bicycle,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,7,Drive,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,8,Have someone else drive,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,9,Other,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,B,Not applicable,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,D,Don't know,YES,
AHS2013N,PTGETBUS,PTGETBUS,C,R,Refused,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,1,Local public bus,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,2,"Subway, elevated train, street car, light rail, or trolley",YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,3,Commuter bus or shuttle van,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,4,Commuter or inter-city train such as Amtrak,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,5,Walk,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,6,Bicycle,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,7,Drive,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,8,Have someone else drive,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,9,Other,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,B,Not applicable,YES,
AHS2013N,PTGETRAIL,PTGETRAIL,C,D,Don't know,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,1,Local public bus,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,2,"Subway, elevated train, street car, light rail, or trolley",YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,3,Commuter bus or shuttle van,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,4,Commuter or inter-city train such as Amtrak,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,5,Walk,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,6,Bicycle,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,7,Drive,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,8,Have someone else drive,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,9,Other,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,B,Not applicable,YES,
AHS2013N,PTGETSHUT,PTGETSHUT,C,R,Refused,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,1,Local public bus,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,2,"Subway, elevated train, street car, light rail, or trolley",YES,
AHS2013N,PTGETSUB,PTGETSUB,C,3,Commuter bus or shuttle van,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,4,Commuter or inter-city train such as Amtrak,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,5,Walk,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,6,Bicycle,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,7,Drive,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,8,Have someone else drive,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,9,Other,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,B,Not applicable,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,D,Don't know,YES,
AHS2013N,PTGETSUB,PTGETSUB,C,R,Refused,YES,
AHS2013N,PTGROCER,PTGROCER,C,1,Yes,YES,
AHS2013N,PTGROCER,PTGROCER,C,2,No,YES,
AHS2013N,PTGROCER,PTGROCER,C,B,Not applicable,YES,
AHS2013N,PTGROCER,PTGROCER,C,D,Don't know,YES,
AHS2013N,PTGROCER,PTGROCER,C,R,Refused,YES,
AHS2013N,PTHEALTH,PTHEALTH,C,1,Yes,YES,
AHS2013N,PTHEALTH,PTHEALTH,C,2,No,YES,
AHS2013N,PTHEALTH,PTHEALTH,C,B,Not applicable,YES,
AHS2013N,PTHEALTH,PTHEALTH,C,D,Don't know,YES,
AHS2013N,PTHEALTH,PTHEALTH,C,R,Refused,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,1,Daily,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,2,4 to 6 times a week,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,3,1 to 3 times a week,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,4,3 or more times a month,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,5,1 to 2 times a month,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,6,Less than once a month,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,B,Not applicable,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,D,Don't know,YES,
AHS2013N,PTOFTBUS,PTOFTBUS,C,R,Refused,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,1,Daily,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,2,4 to 6 times a week,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,3,1 to 3 times a week,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,4,3 or more times a month,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,5,1 to 2 times a month,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,6,Less than once a month,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,B,Not applicable,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,D,Don't know,YES,
AHS2013N,PTOFTRAIL,PTOFTRAIL,C,R,Refused,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,1,Daily,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,2,4 to 6 times a week,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,3,1 to 3 times a week,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,4,3 or more times a month,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,5,1 to 2 times a month,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,6,Less than once a month,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,B,Not applicable,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,D,Don't know,YES,
AHS2013N,PTOFTSHUT,PTOFTSHUT,C,R,Refused,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,1,Daily,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,2,4 to 6 times a week,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,3,1 to 3 times a week,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,4,3 or more times a month,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,5,1 to 2 times a month,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,6,Less than once a month,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,B,Not applicable,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,D,Don't know,YES,
AHS2013N,PTOFTSUB,PTOFTSUB,C,R,Refused,YES,
AHS2013N,PTPUBTRN,PTPUBTRN,C,1,Yes,YES,
AHS2013N,PTPUBTRN,PTPUBTRN,C,2,No,YES,
AHS2013N,PTPUBTRN,PTPUBTRN,C,B,Not applicable,YES,
AHS2013N,PTPUBTRN,PTPUBTRN,C,D,Don't know,YES,
AHS2013N,PTPUBTRN,PTPUBTRN,C,R,Refused,YES,
AHS2013N,PTRETAIL,PTRETAIL,C,1,Yes,YES,
AHS2013N,PTRETAIL,PTRETAIL,C,2,No,YES,
AHS2013N,PTRETAIL,PTRETAIL,C,B,Not applicable,YES,
AHS2013N,PTRETAIL,PTRETAIL,C,D,Don't know,YES,
AHS2013N,PTRETAIL,PTRETAIL,C,R,Refused,YES,
AHS2013N,PTSERVIC,PTSERVIC,C,1,Yes,YES,
AHS2013N,PTSERVIC,PTSERVIC,C,2,No,YES,
AHS2013N,PTSERVIC,PTSERVIC,C,B,Not applicable,YES,
AHS2013N,PTSERVIC,PTSERVIC,C,D,Don't know,YES,
AHS2013N,PTSERVIC,PTSERVIC,C,R,Refused,YES,
AHS2013N,PTUSBUS,PTUSBUS,C,1,Yes,YES,
AHS2013N,PTUSBUS,PTUSBUS,C,2,No,YES,
AHS2013N,PTUSBUS,PTUSBUS,C,B,Not applicable,YES,
AHS2013N,PTUSBUS,PTUSBUS,C,D,Don't know,YES,
AHS2013N,PTUSBUS,PTUSBUS,C,R,Refused,YES,
AHS2013N,PTUSCRPL,PTUSCRPL,C,1,Yes,YES,
AHS2013N,PTUSCRPL,PTUSCRPL,C,2,No,YES,
AHS2013N,PTUSCRPL,PTUSCRPL,C,B,Not applicable,YES,
AHS2013N,PTUSCRPL,PTUSCRPL,C,D,Don't know,YES,
AHS2013N,PTUSCRPL,PTUSCRPL,C,R,Refused,YES,
AHS2013N,PTUSCRSH,PTUSCRSH,C,1,Yes,YES,
AHS2013N,PTUSCRSH,PTUSCRSH,C,2,No,YES,
AHS2013N,PTUSCRSH,PTUSCRSH,C,B,Not applicable,YES,
AHS2013N,PTUSCRSH,PTUSCRSH,C,D,Don't know,YES,
AHS2013N,PTUSCRSH,PTUSCRSH,C,R,Refused,YES,
AHS2013N,PTUSOTR,PTUSOTR,C,1,Yes,YES,
AHS2013N,PTUSOTR,PTUSOTR,C,2,No,YES,
AHS2013N,PTUSOTR,PTUSOTR,C,B,Not applicable,YES,
AHS2013N,PTUSOTR,PTUSOTR,C,D,Don't know,YES,
AHS2013N,PTUSOTR,PTUSOTR,C,R,Refused,YES,
AHS2013N,PTUSRAIL,PTUSRAIL,C,1,Yes,YES,
AHS2013N,PTUSRAIL,PTUSRAIL,C,2,No,YES,
AHS2013N,PTUSRAIL,PTUSRAIL,C,B,Not applicable,YES,
AHS2013N,PTUSRAIL,PTUSRAIL,C,D,Don't know,YES,
AHS2013N,PTUSRAIL,PTUSRAIL,C,R,Refused,YES,
AHS2013N,PTUSSHUT,PTUSSHUT,C,1,Yes,YES,
AHS2013N,PTUSSHUT,PTUSSHUT,C,2,No,YES,
AHS2013N,PTUSSHUT,PTUSSHUT,C,B,Not applicable,YES,
AHS2013N,PTUSSHUT,PTUSSHUT,C,D,Don't know,YES,
AHS2013N,PTUSSHUT,PTUSSHUT,C,R,Refused,YES,
AHS2013N,PTUSSUB,PTUSSUB,C,1,Yes,YES,
AHS2013N,PTUSSUB,PTUSSUB,C,2,No,YES,
AHS2013N,PTUSSUB,PTUSSUB,C,B,Not applicable,YES,
AHS2013N,PTUSSUB,PTUSSUB,C,D,Don't know,YES,
AHS2013N,PTUSSUB,PTUSSUB,C,R,Refused,YES,
AHS2013N,PTUSTAXI,PTUSTAXI,C,1,Yes,YES,
AHS2013N,PTUSTAXI,PTUSTAXI,C,2,No,YES,
AHS2013N,PTUSTAXI,PTUSTAXI,C,B,Not applicable,YES,
AHS2013N,PTUSTAXI,PTUSTAXI,C,D,Don't know,YES,
AHS2013N,PTUSTAXI,PTUSTAXI,C,R,Refused,YES,
AHS2013N,PTWKSCHL,PTWKSCHL,C,1,Always,YES,
AHS2013N,PTWKSCHL,PTWKSCHL,C,2,Most of the time,YES,
AHS2013N,PTWKSCHL,PTWKSCHL,C,3,Sometimes,YES,
AHS2013N,PTWKSCHL,PTWKSCHL,C,4,Once in a while,YES,
AHS2013N,PTWKSCHL,PTWKSCHL,C,5,Never,YES,
AHS2013N,PTWKSCHL,PTWKSCHL,C,B,Not applicable,YES,
AHS2013N,PTWKSCHL,PTWKSCHL,C,D,Don't know,YES,
AHS2013N,PTWKSCHL,PTWKSCHL,C,R,Refused,YES,
AHS2013N,PUBSEW,PUBSEW,C,1,Yes,YES,
AHS2013N,PUBSEW,PUBSEW,C,2,No,YES,
AHS2013N,PVALUE,PVALUE,N,.,Not reported,YES,
AHS2013N,PVALUE,PVALUE,N,.B,Not applicable,YES,
AHS2013N,PVALUE,PVALUE,N,.D,Don't know,YES,
AHS2013N,PVALUE,PVALUE,N,.R,Refused,YES,
AHS2013N,PVOTHER1,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER1,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER10,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER10,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER11,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER11,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER12,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER12,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER13,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER13,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER14,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER14,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER15,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER15,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER16,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER16,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER17,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER17,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER18,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER18,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER19,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER19,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER2,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER2,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER20,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER20,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER3,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER3,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER4,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER4,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER5,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER5,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER6,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER6,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER7,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER7,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER8,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER8,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PVOTHER9,PVOTHER,N,9999998,"$9,999,998 or more",YES,
AHS2013N,PVOTHER9,PVOTHER,N,.B,Not applicable,YES,
AHS2013N,PWALK1,PWALK,C,,Not reported,YES,
AHS2013N,PWALK1,PWALK,C,1,Yes,YES,
AHS2013N,PWALK1,PWALK,C,2,No,YES,
AHS2013N,PWALK1,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK1,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK1,PWALK,C,R,Refused,YES,
AHS2013N,PWALK10,PWALK,C,,Not reported,YES,
AHS2013N,PWALK10,PWALK,C,1,Yes,YES,
AHS2013N,PWALK10,PWALK,C,2,No,YES,
AHS2013N,PWALK10,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK10,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK10,PWALK,C,R,Refused,YES,
AHS2013N,PWALK11,PWALK,C,,Not reported,YES,
AHS2013N,PWALK11,PWALK,C,1,Yes,YES,
AHS2013N,PWALK11,PWALK,C,2,No,YES,
AHS2013N,PWALK11,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK11,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK11,PWALK,C,R,Refused,YES,
AHS2013N,PWALK12,PWALK,C,,Not reported,YES,
AHS2013N,PWALK12,PWALK,C,1,Yes,YES,
AHS2013N,PWALK12,PWALK,C,2,No,YES,
AHS2013N,PWALK12,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK12,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK12,PWALK,C,R,Refused,YES,
AHS2013N,PWALK13,PWALK,C,,Not reported,YES,
AHS2013N,PWALK13,PWALK,C,1,Yes,YES,
AHS2013N,PWALK13,PWALK,C,2,No,YES,
AHS2013N,PWALK13,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK13,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK13,PWALK,C,R,Refused,YES,
AHS2013N,PWALK14,PWALK,C,,Not reported,YES,
AHS2013N,PWALK14,PWALK,C,1,Yes,YES,
AHS2013N,PWALK14,PWALK,C,2,No,YES,
AHS2013N,PWALK14,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK14,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK14,PWALK,C,R,Refused,YES,
AHS2013N,PWALK15,PWALK,C,,Not reported,YES,
AHS2013N,PWALK15,PWALK,C,1,Yes,YES,
AHS2013N,PWALK15,PWALK,C,2,No,YES,
AHS2013N,PWALK15,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK15,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK15,PWALK,C,R,Refused,YES,
AHS2013N,PWALK16,PWALK,C,,Not reported,YES,
AHS2013N,PWALK16,PWALK,C,1,Yes,YES,
AHS2013N,PWALK16,PWALK,C,2,No,YES,
AHS2013N,PWALK16,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK16,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK16,PWALK,C,R,Refused,YES,
AHS2013N,PWALK17,PWALK,C,,Not reported,YES,
AHS2013N,PWALK17,PWALK,C,1,Yes,YES,
AHS2013N,PWALK17,PWALK,C,2,No,YES,
AHS2013N,PWALK17,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK17,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK17,PWALK,C,R,Refused,YES,
AHS2013N,PWALK18,PWALK,C,,Not reported,YES,
AHS2013N,PWALK18,PWALK,C,1,Yes,YES,
AHS2013N,PWALK18,PWALK,C,2,No,YES,
AHS2013N,PWALK18,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK18,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK18,PWALK,C,R,Refused,YES,
AHS2013N,PWALK19,PWALK,C,,Not reported,YES,
AHS2013N,PWALK19,PWALK,C,1,Yes,YES,
AHS2013N,PWALK19,PWALK,C,2,No,YES,
AHS2013N,PWALK19,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK19,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK19,PWALK,C,R,Refused,YES,
AHS2013N,PWALK2,PWALK,C,,Not reported,YES,
AHS2013N,PWALK2,PWALK,C,1,Yes,YES,
AHS2013N,PWALK2,PWALK,C,2,No,YES,
AHS2013N,PWALK2,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK2,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK2,PWALK,C,R,Refused,YES,
AHS2013N,PWALK20,PWALK,C,,Not reported,YES,
AHS2013N,PWALK20,PWALK,C,1,Yes,YES,
AHS2013N,PWALK20,PWALK,C,2,No,YES,
AHS2013N,PWALK20,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK20,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK20,PWALK,C,R,Refused,YES,
AHS2013N,PWALK3,PWALK,C,,Not reported,YES,
AHS2013N,PWALK3,PWALK,C,1,Yes,YES,
AHS2013N,PWALK3,PWALK,C,2,No,YES,
AHS2013N,PWALK3,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK3,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK3,PWALK,C,R,Refused,YES,
AHS2013N,PWALK4,PWALK,C,,Not reported,YES,
AHS2013N,PWALK4,PWALK,C,1,Yes,YES,
AHS2013N,PWALK4,PWALK,C,2,No,YES,
AHS2013N,PWALK4,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK4,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK4,PWALK,C,R,Refused,YES,
AHS2013N,PWALK5,PWALK,C,,Not reported,YES,
AHS2013N,PWALK5,PWALK,C,1,Yes,YES,
AHS2013N,PWALK5,PWALK,C,2,No,YES,
AHS2013N,PWALK5,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK5,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK5,PWALK,C,R,Refused,YES,
AHS2013N,PWALK6,PWALK,C,,Not reported,YES,
AHS2013N,PWALK6,PWALK,C,1,Yes,YES,
AHS2013N,PWALK6,PWALK,C,2,No,YES,
AHS2013N,PWALK6,PWALK,C,B,Not applicable,YES,
AHS2013N,PWALK6,PWALK,C,D,Don't know,YES,
AHS2013N,PWALK6,PWALK,C,R,Refused,YES,
AHS2013N,PWALK7,PWALK,C,,Not reported,YES,
